judet,nume,xy,vaci,oi,capre,porci,oameni
Bihor,Izvoarele,"302853,658913",91,360,0,132,296
Bihor,Padureni,"307849,660822",5,364,0,0,2
Bihor,Reghea,"309592,656048",5,430,28,90,103
Bihor,Varciorog,"292663,611360",663,834,22,788,1253
Bihor,Fasca,"296174,612879",383,865,100,253,600
Bihor,Surducel,"296287,606546",25,0,0,22,47
Bihor,Serghis,"289334,612667",273,285,332,264,713
Bihor,Baile Felix,"269697,614449",0,0,0,1,0
Bistrita-Nasaud,Bistrita,"461451,625967",422,5857,268,318,82366
Bistrita-Nasaud,Ghinda,"467538,626426",159,653,156,111,631
Bistrita-Nasaud,Sarata,"457035,619487",165,445,11,296,894
Bistrita-Nasaud,Sigmir,"456425,626329",242,487,168,217,621
Bistrita-Nasaud,Slatinita,"464038,633974",143,1914,0,179,609
Bistrita-Nasaud,Unirea,"464300,629129",99,3914,96,79,1469
Bistrita-Nasaud,Viisoara,"458071,622800",187,1232,251,258,1120
Bistrita-Nasaud,Beclean,"437399,631410",326,1704,70,418,10039
Bistrita-Nasaud,Coldau,"434107,631622",104,74,0,108,727
Bistrita-Nasaud,Figa,"440076,627115",135,681,0,164,487
Bistrita-Nasaud,Rusu de Jos,"437004,627551",102,64,152,64,353
Bistrita-Nasaud,Nasaud,"454834,643074",310,4677,122,188,10740
Bistrita-Nasaud,Liviu Rebreanu,"456934,640253",134,300,0,193,795
Bistrita-Nasaud,Lusca,"454953,642375",79,196,21,80,641
Bistrita-Nasaud,Sangeorz-Bai,"475150,652195",1080,6356,717,516,8244
Bistrita-Nasaud,Cormaia,"476083,654590",193,1280,183,97,732
Bistrita-Nasaud,Valea Borcutului,"473699,652905",333,2410,170,108,1304
Bistrita-Nasaud,Bistrita Bargaului,"481894,634392",959,3671,414,689,4002
Bistrita-Nasaud,Colibita,"492908,630283",83,282,100,64,615
Bistrita-Nasaud,Branistea,"429071,630731",245,377,0,661,1290
Bistrita-Nasaud,Ciresoaia,"428625,627452",109,2499,0,189,1767
Bistrita-Nasaud,Malut,"431903,630751",75,532,0,204,665
Bistrita-Nasaud,Budacu de Jos,"463452,620968",239,1101,38,203,856
Bistrita-Nasaud,Budus,"464715,620293",326,4655,12,444,586
Bistrita-Nasaud,Jelna,"466186,623441",444,1749,227,86,669
Bistrita-Nasaud,Monariu,"460066,618644",301,1004,64,93,366
Bistrita-Nasaud,Simionesti,"462103,618712",86,1279,1,128,263
Bistrita-Nasaud,Budesti,"442221,597752",294,295,166,232,673
Bistrita-Nasaud,Budesti-Finate,"441669,594123",322,567,0,126,423
Bistrita-Nasaud,Tagu,"441399,591461",348,1795,0,332,722
Bistrita-Nasaud,Tagsoru,"441417,588637",214,922,0,81,356
Bistrita-Nasaud,Caianu Mic,"435970,637729",161,969,146,335,1552
Bistrita-Nasaud,Caianu Mare,"436462,637376",198,540,33,195,718
Bistrita-Nasaud,Ciceu-Poieni,"430859,644946",135,83,58,207,965
Bistrita-Nasaud,Dobric,"433745,638987",108,20,0,161,1110
Bistrita-Nasaud,Dobricel,"432718,644519",212,1012,62,186,661
Bistrita-Nasaud,Dumbravita,"438083,640175",213,1008,13,175,808
Bistrita-Nasaud,Satu Nou,"471601,623478",196,1785,116,197,698
Bistrita-Nasaud,Budacu de Sus,"473895,618025",460,2266,267,294,1565
Bistrita-Nasaud,Dumitrita,"471482,619176",307,953,285,132,684
Bistrita-Nasaud,Orheiu Bistritei,"469123,621949",1400,991,91,119,644
Bistrita-Nasaud,Petris,"471297,622688",381,3316,359,121,1090
Bistrita-Nasaud,Ragla,"471177,619109",173,1232,97,113,339
Bistrita-Nasaud,Ciceu-Giurgesti,"425485,639102",96,901,90,414,1102
Bistrita-Nasaud,Breaza,"428903,650630",440,764,0,461,1131
Bistrita-Nasaud,Dumbraveni,"423225,643186",146,976,17,378,857
Bistrita-Nasaud,Negrilesti,"427821,641700",85,1263,7,417,1466
Bistrita-Nasaud,Purcarete,"428313,646054",77,1236,0,174,221
Bistrita-Nasaud,Chiochis,"437232,609392",216,1633,74,291,532
Bistrita-Nasaud,Apatiu,"437898,611450",192,592,70,270,319
Bistrita-Nasaud,Bozies,"438332,615276",128,1757,0,334,795
Bistrita-Nasaud,Buza Catun,"438165,604871",177,179,0,352,173
Bistrita-Nasaud,Chetiu,"439199,614941",115,390,30,330,365
Bistrita-Nasaud,Jimbor,"439533,603272",562,1702,19,881,615
Bistrita-Nasaud,Manic,"438977,607332",160,1151,0,402,327
Bistrita-Nasaud,Sannicoara,"433494,609349",210,293,0,54,189
Bistrita-Nasaud,Strugureni,"439394,609400",154,2262,85,188,269
Bistrita-Nasaud,Tentea,"434292,611604",121,140,114,46,223
Bistrita-Nasaud,Chiuza,"442312,637547",294,2376,28,648,870
Bistrita-Nasaud,Mires,"441849,640924",82,1147,53,176,180
Bistrita-Nasaud,Piatra,"444224,639087",99,332,10,129,551
Bistrita-Nasaud,Sasarm,"440667,635000",267,804,108,307,729
Bistrita-Nasaud,Cosbuc,"453933,651981",365,2273,696,175,2066
Bistrita-Nasaud,Bichigiu,"449951,658662",522,2661,304,53,1405
Bistrita-Nasaud,Dumitra,"459686,636070",933,3405,760,503,2532
Bistrita-Nasaud,Cepari,"456547,637443",173,1243,195,196,714
Bistrita-Nasaud,Tarpiu,"454789,632754",321,1544,279,142,896
Bistrita-Nasaud,Feldru,"469262,642204",1263,9793,855,1247,5937
Bistrita-Nasaud,Nepos,"464561,642128",434,3830,414,470,1919
Bistrita-Nasaud,Galatii Bistritei,"455967,610412",87,1072,16,213,660
Bistrita-Nasaud,Albestii Bistritei,"458111,610534",155,800,132,97,193
Bistrita-Nasaud,Dipsa,"457158,607131",355,1536,128,155,842
Bistrita-Nasaud,Herina,"455445,613528",144,177,59,168,468
Bistrita-Nasaud,Tonciu,"452579,611179",30,534,40,6,279
Bistrita-Nasaud,Ilva Mare,"491214,651563",1567,2106,56,773,1972
Bistrita-Nasaud,Ivaneasa,"493061,648843",682,1298,43,185,609
Bistrita-Nasaud,Ilva Mica,"474229,645426",1213,5711,404,894,3738
Bistrita-Nasaud,Josenii Bargaului,"475300,634334",297,1700,13,244,1928
Bistrita-Nasaud,Mijlocenii Bargaului,"476389,635223",217,2409,68,124,1736
Bistrita-Nasaud,Rusu Bargaului,"472582,633198",175,1430,97,92,962
Bistrita-Nasaud,Stramba,"473420,636593",53,683,32,53,296
Bistrita-Nasaud,Lechinta,"448705,613602",1983,3443,365,652,2699
Bistrita-Nasaud,Bungard,"448711,604685",60,184,0,7,67
Bistrita-Nasaud,Chirales,"447892,621165",150,282,0,123,517
Bistrita-Nasaud,Sangeorzu Nou,"451019,607089",805,1400,199,422,1009
Bistrita-Nasaud,Saniacob,"446507,617697",35,122,15,51,267
Bistrita-Nasaud,Tigau,"449209,619215",76,569,36,245,482
Bistrita-Nasaud,Vermes,"448097,611676",121,1528,12,153,840
Bistrita-Nasaud,Lesu,"481136,645902",1062,1750,135,510,1791
Bistrita-Nasaud,Lunca Lesului,"483005,645598",1070,3569,113,322,1339
Bistrita-Nasaud,Livezile,"467825,631428",399,13878,577,305,2311
Bistrita-Nasaud,Cusma,"477541,625675",412,1544,409,270,667
Bistrita-Nasaud,Dorolea,"472455,630500",449,1600,730,191,652
Bistrita-Nasaud,Dumbrava,"471379,635095",36,212,36,23,213
Bistrita-Nasaud,Valea Poenii,"472358,632108",48,547,148,43,161
Bistrita-Nasaud,Lunca Ilvei,"497806,651654",1532,3793,123,1503,3335
Bistrita-Nasaud,Maieru,"480690,655821",1016,4597,967,781,5598
Bistrita-Nasaud,Anies,"482471,657171",272,1313,216,256,1588
Bistrita-Nasaud,Matei,"444014,609393",235,572,45,392,817
Bistrita-Nasaud,Bidiu,"441911,616375",90,174,2,104,308
Bistrita-Nasaud,Corvinesti,"443560,613335",320,1359,61,326,823
Bistrita-Nasaud,Enciu,"442839,617067",41,287,24,100,323
Bistrita-Nasaud,Fantanele,"444533,604834",320,626,0,185,680
Bistrita-Nasaud,Morut,"444466,607106",75,139,0,84,273
Bistrita-Nasaud,Magura Ilvei,"485532,652700",771,3322,257,548,1884
Bistrita-Nasaud,Arsita,"487462,651117",461,1384,69,367,521
Bistrita-Nasaud,Poiana Ilvei,"480369,650952",636,3036,833,736,1634
Bistrita-Nasaud,Mariselu,"462521,612540",246,1640,54,79,442
Bistrita-Nasaud,Barla,"466299,612622",145,1808,0,87,422
Bistrita-Nasaud,Domnesti,"460144,615375",357,240,2,244,659
Bistrita-Nasaud,Jeica,"462326,609086",8,471,0,15,147
Bistrita-Nasaud,Magurele,"462615,612907",110,299,18,36,304
Bistrita-Nasaud,Neteni,"458958,612589",0,34,0,0,40
Bistrita-Nasaud,Santioana,"466840,612144",725,7164,37,171,583
Bistrita-Nasaud,Micestii de Campie,"447336,595893",254,1246,0,137,411
Bistrita-Nasaud,Fantanita,"449508,592657",284,862,0,496,544
Bistrita-Nasaud,Visuia,"446043,593287",477,1225,0,395,564
Bistrita-Nasaud,Milas,"456611,591335",176,586,114,470,722
Bistrita-Nasaud,Comlod,"457380,595617",77,1300,0,114,195
Bistrita-Nasaud,Dupa Deal,"457932,589785",9,445,0,19,73
Bistrita-Nasaud,Ghemes,"457413,587346",120,838,13,86,120
Bistrita-Nasaud,Hirean,"454747,590667",40,0,0,54,102
Bistrita-Nasaud,Orosfaia,"455791,594753",629,1947,20,585,513
Bistrita-Nasaud,Monor,"476522,605613",883,422,77,397,1109
Bistrita-Nasaud,Gledin,"477816,606742",801,1325,195,268,727
Bistrita-Nasaud,Nimigea de Jos,"446898,639598",76,531,0,322,1512
Bistrita-Nasaud,Floresti,"445271,637925",25,624,58,104,409
Bistrita-Nasaud,Mintiu,"450844,637728",176,777,57,214,483
Bistrita-Nasaud,Mititei,"448174,642920",127,1676,260,355,809
Bistrita-Nasaud,Mocod,"446614,640592",93,1385,107,211,752
Bistrita-Nasaud,Mogoseni,"443314,635220",67,586,0,155,337
Bistrita-Nasaud,Nimigea de Sus,"448861,642559",40,922,220,116,640
Bistrita-Nasaud,Taure,"448427,634342",295,465,0,166,580
Bistrita-Nasaud,Nuseni,"439265,622419",330,1274,146,395,938
Bistrita-Nasaud,Beudiu,"436896,618533",111,578,0,351,710
Bistrita-Nasaud,Dumbrava,"434154,623051",81,540,0,84,60
Bistrita-Nasaud,Feleac,"442724,621132",87,420,0,146,447
Bistrita-Nasaud,Malin,"434308,624752",213,184,98,260,534
Bistrita-Nasaud,Rusu de Sus,"437640,624953",236,119,0,141,325
Bistrita-Nasaud,Vita,"435205,616164",221,1013,0,106,461
Bistrita-Nasaud,Parva,"465320,655304",1074,6343,798,601,2775
Bistrita-Nasaud,Reteag,"425384,633405",216,1217,79,45,2758
Bistrita-Nasaud,Bata,"423654,632624",229,840,102,46,826
Bistrita-Nasaud,Ciceu-Corabia,"419385,638873",81,292,0,9,238
Bistrita-Nasaud,Ciceu-Mihaiesti,"422038,632320",53,987,0,41,872
Bistrita-Nasaud,Lelesti,"420762,636393",38,1310,30,7,222
Bistrita-Nasaud,Prundu Bargaului,"480369,635658",652,2849,593,346,4893
Bistrita-Nasaud,Susenii Bargaului,"477756,636017",264,1933,23,311,1496
Bistrita-Nasaud,Rebra,"462063,647525",1110,5395,579,266,2932
Bistrita-Nasaud,Rebrisoara,"458385,643278",657,1870,129,663,3374
Bistrita-Nasaud,Gersa I,"459134,648702",734,2673,111,399,945
Bistrita-Nasaud,Gersa II,"459695,652998",284,1020,45,66,314
Bistrita-Nasaud,Poderei,"460658,642546",139,1743,282,80,354
Bistrita-Nasaud,Rodna,"486146,658177",1359,6852,889,425,6138
Bistrita-Nasaud,Romuli,"457471,672054",643,1581,292,86,1477
Bistrita-Nasaud,Dealu Stefanitei,"456287,675692",254,795,214,32,485
Bistrita-Nasaud,Salva,"451102,645378",817,7485,735,934,3105
Bistrita-Nasaud,Runcu Salvei,"448841,649618",1128,6494,569,610,1665
Bistrita-Nasaud,Silivasu de Campie,"446398,587192",401,3693,0,342,1104
Bistrita-Nasaud,Draga,"444120,587042",18,875,0,25,52
Bistrita-Nasaud,Fanatele Silivasului,"444528,589178",69,1150,0,66,114
Bistrita-Nasaud,Sanmihaiu de Cimpie,"449222,599433",442,2323,4,273,748
Bistrita-Nasaud,Brateni,"453521,601545",47,79,0,36,147
Bistrita-Nasaud,La Curte,"452070,598505",162,75,0,53,147
Bistrita-Nasaud,Salcuta,"446721,602214",164,589,56,66,195
Bistrita-Nasaud,Stupini,"452564,597513",219,347,10,12,191
Bistrita-Nasaud,Zoreni,"444627,599924",326,663,33,182,342
Bistrita-Nasaud,Spermezeu,"435953,644197",415,986,154,317,1693
Bistrita-Nasaud,Halmasau,"434759,649905",517,1008,135,212,401
Bistrita-Nasaud,Lunca Borlesei,"436601,647738",32,0,0,21,97
Bistrita-Nasaud,Paltineasa,"439857,644322",100,222,0,32,174
Bistrita-Nasaud,Sita,"438040,646604",266,2007,0,243,437
Bistrita-Nasaud,Sesuri Spermezeu-Vale,"436193,646782",71,501,27,97,153
Bistrita-Nasaud,Sant,"491724,660072",923,4691,647,369,2871
Bistrita-Nasaud,Valea Mare,"495928,662941",90,394,59,3,289
Bistrita-Nasaud,Sieu,"470173,611411",577,1351,53,380,1431
Bistrita-Nasaud,Ardan,"474999,614542",679,7194,336,290,891
Bistrita-Nasaud,Posmus,"468861,608595",361,2537,96,252,736
Bistrita-Nasaud,Soimus,"471296,615921",248,621,4,92,194
Bistrita-Nasaud,Sieu-Magherus,"452622,621345",90,692,6,297,824
Bistrita-Nasaud,Arcalia,"451673,620339",139,1122,106,127,697
Bistrita-Nasaud,Chintelnic,"449517,622624",78,1409,80,430,544
Bistrita-Nasaud,Crainimat,"454380,619251",24,598,185,131,753
Bistrita-Nasaud,Podirei,"449357,624471",22,1179,0,45,117
Bistrita-Nasaud,Saratel,"455631,617144",114,518,46,71,464
Bistrita-Nasaud,Valea Magherusului,"454333,624160",63,554,11,27,108
Bistrita-Nasaud,Sieu-Odorhei,"445917,628044",1178,445,50,160,810
Bistrita-Nasaud,Agrisu de Jos,"441992,628907",78,123,0,235,402
Bistrita-Nasaud,Agrisu de Sus,"441393,628249",50,483,0,64,221
Bistrita-Nasaud,Bretea,"442385,625265",74,644,0,62,281
Bistrita-Nasaud,Coasta,"445337,625351",18,85,0,73,225
Bistrita-Nasaud,Cristur-Sieu,"446927,624836",50,193,0,130,438
Bistrita-Nasaud,Sirioara,"446306,622747",41,293,0,105,333
Bistrita-Nasaud,Sieut,"473211,608671",825,3048,89,400,832
Bistrita-Nasaud,Lunca,"475658,613269",688,5535,2,332,436
Bistrita-Nasaud,Rustior,"474875,610459",1025,11100,0,903,654
Bistrita-Nasaud,Sebis,"478378,611931",1529,8254,93,496,973
Bistrita-Nasaud,Sintereag,"445993,631447",121,798,118,72,899
Bistrita-Nasaud,Blajenii de Jos,"450777,630058",177,322,66,32,444
Bistrita-Nasaud,Blajenii de Sus,"453812,629376",79,669,0,14,471
Bistrita-Nasaud,Caila,"451826,627316",98,497,0,50,352
Bistrita-Nasaud,Cociu,"441640,633607",85,344,43,193,1160
Bistrita-Nasaud,Sieu-Sfintu,"447342,627508",51,337,50,112,450
Bistrita-Nasaud,Sintereag-Gara,"444675,631171",8,363,0,17,144
Bistrita-Nasaud,Teaca,"462258,601160",673,1174,585,383,2117
Bistrita-Nasaud,Archiud,"457122,599122",371,3908,171,596,805
Bistrita-Nasaud,Budurleni,"456041,602446",106,1495,0,80,176
Bistrita-Nasaud,Ocnita,"460737,596023",470,1957,52,186,1285
Bistrita-Nasaud,Pinticu,"464995,604633",211,3625,74,122,908
Bistrita-Nasaud,Viile Tecii,"458782,605377",177,940,54,46,883
Bistrita-Nasaud,Telciu,"454450,659218",1080,4636,191,160,4024
Bistrita-Nasaud,Fiad,"453648,665508",211,2,2,11,411
Bistrita-Nasaud,Telcisor,"458507,662465",899,2738,207,71,1295
Bistrita-Nasaud,Tiha Bargaului,"482007,636248",782,720,290,349,1616
Bistrita-Nasaud,Ciosa,"496102,642038",210,453,61,85,244
Bistrita-Nasaud,Muresenii Bargaului,"489354,634600",1093,3653,199,649,1668
Bistrita-Nasaud,Piatra Fantinele,"501359,637911",188,211,43,55,248
Bistrita-Nasaud,Tureac,"485250,636723",870,1160,179,425,2469
Bistrita-Nasaud,Tarlisua,"437547,654080",482,1315,222,258,1192
Bistrita-Nasaud,Agries,"434475,656032",732,1494,108,240,1024
Bistrita-Nasaud,Agriesel,"431367,656100",336,29,4,102,284
Bistrita-Nasaud,Borleasa,"437623,649985",230,1739,0,229,560
Bistrita-Nasaud,Cireasi,"439001,657327",53,0,3,24,119
Bistrita-Nasaud,Lunca Sateasca,"437696,657515",91,362,89,64,163
Bistrita-Nasaud,Moliset,"434925,661750",244,280,79,112,332
Bistrita-Nasaud,Oarzina,"439083,658218",76,426,124,48,206
Bistrita-Nasaud,Racatesu,"439113,653993",140,408,63,71,319
Bistrita-Nasaud,Sendroaia,"436880,661327",114,166,28,72,290
Bistrita-Nasaud,Uriu,"428765,634314",238,955,4,77,1342
Bistrita-Nasaud,Cristestii Ciceului,"431268,633050",169,676,13,52,1130
Bistrita-Nasaud,Hasmasu Ciceului,"428628,637364",65,1208,57,21,330
Bistrita-Nasaud,Ilisua,"430880,635882",76,381,0,1,738
Bistrita-Nasaud,Urmenis,"451391,585987",220,1382,0,497,938
Bistrita-Nasaud,Camp,"453270,586742",69,734,0,364,168
Bistrita-Nasaud,Coseriu,"452428,590864",104,473,0,414,99
Bistrita-Nasaud,Delureni,"449977,590806",102,657,0,431,323
Bistrita-Nasaud,Fanate,"453904,588384",129,1712,0,123,241
Bistrita-Nasaud,Podenii,"444994,590476",7,385,0,26,22
Bistrita-Nasaud,Scoabe,"447330,590567",50,1617,0,146,34
Bistrita-Nasaud,Sopteriu,"450031,588890",266,5374,0,930,503
Bistrita-Nasaud,Valea,"452372,584235",22,90,0,18,41
Bistrita-Nasaud,Valea Mare,"453504,589431",42,435,0,154,61
Bistrita-Nasaud,Zagra,"445367,647511",594,5558,642,348,1236
Bistrita-Nasaud,Alunisul,"445384,654947",189,2261,210,76,461
Bistrita-Nasaud,Perisor,"441370,646390",481,3391,67,401,785
Bistrita-Nasaud,Poienile Zagrei,"443695,654489",213,953,223,218,887
Bistrita-Nasaud,Suplai,"443989,659993",165,832,163,136,885
Botosani,Botosani,"625802,694786",2040,5782,2425,6549,126145
Botosani,Curtesti,"624291,692121",521,1286,27,157,574
Botosani,Agafton,"620350,691250",120,54,0,7,452
Botosani,Baiceni,"624890,689571",178,204,57,29,828
Botosani,Hudum,"622547,694385",28,0,0,0,77
Botosani,Manastirea Doamnei,"621179,692814",61,0,50,2,587
Botosani,Oraseni-Deal,"626341,687691",84,375,0,37,1030
Botosani,Oraseni-Vale,"625569,686451",55,217,48,0,770
Botosani,Rachiti,"626957,697401",320,3307,460,32,927
Botosani,Cismea,"625523,697788",148,467,13,64,419
Botosani,Costesti,"625980,701519",620,2334,51,33,1434
Botosani,Rosiori,"629521,697215",481,1746,175,81,1366
Botosani,Stauceni,"631612,694050",233,425,23,50,1211
Botosani,Silistea,"632687,692355",102,372,52,46,313
Botosani,Tocileni,"634529,691773",488,1440,18,83,1113
Botosani,Victoria,"635614,693450",248,1604,8,39,336
Botosani,Darabani,"619165,744370",1985,4673,111,893,8975
Botosani,Bajura,"614882,745904",343,776,54,252,1884
Botosani,Esanca,"623597,742805",310,1557,132,57,353
Botosani,Lismanita,"624615,739026",634,2053,120,248,592
Botosani,Dorohoi,"605014,718088",546,1453,315,176,32778
Botosani,Dealu Mare,"606069,714901",143,319,76,68,346
Botosani,Loturi Enescu,"603808,722074",108,5,0,21,329
Botosani,Progresul,"609809,723963",111,196,87,24,286
Botosani,Saveni,"639407,719125",440,633,280,125,6307
Botosani,Bodeasa,"644045,721059",299,889,34,50,417
Botosani,Bozieni,"642550,717965",111,0,0,26,295
Botosani,Chiscareni,"637259,719722",168,1644,23,44,591
Botosani,Petricani,"638167,719182",153,218,71,42,736
Botosani,Sat Nou,"638023,720564",20,0,0,8,129
Botosani,Albesti,"656301,690203",514,2111,1046,198,2036
Botosani,Buimaceni,"657520,687971",330,287,68,65,781
Botosani,Costiugeni,"654017,689421",142,313,0,47,665
Botosani,Jijia,"658158,685413",310,393,7,60,659
Botosani,Mascateni,"653767,693093",104,234,0,20,417
Botosani,Tudor Vladimirescu,"663633,689759",514,2469,1,301,1369
Botosani,Avrameni,"645775,725958",535,2015,84,21,1405
Botosani,Adaseni,"644938,731881",455,444,98,23,1167
Botosani,Aurel Vlaicu,"643136,724237",588,1139,122,33,588
Botosani,Dimitrie Cantemir,"649381,730407",156,18,1,18,165
Botosani,Ichimeni,"640295,728627",68,19,0,0,173
Botosani,Panaitoaia,"648065,728743",120,0,0,22,180
Botosani,Timus,"649311,727801",333,193,0,40,394
Botosani,Tudor Vladimirescu,"649656,722759",429,269,57,37,812
Botosani,Zoitani,"647091,730525",310,25,15,18,402
Botosani,Baluseni,"635359,687134",425,3424,45,119,1472
Botosani,Balusenii Noi,"637399,689064",64,0,0,10,325
Botosani,Buzeni,"631498,688274",125,186,47,17,496
Botosani,Cosuleni,"632474,688669",101,1041,0,24,263
Botosani,Draxini,"637388,685759",371,1933,121,108,2038
Botosani,Zaicesti,"629944,689334",174,187,5,34,593
Botosani,Braesti,"609435,708016",560,1156,408,336,1355
Botosani,Poiana,"606988,706142",211,520,285,71,526
Botosani,Popeni,"612012,706113",68,81,3,44,251
Botosani,Vilcelele,"609328,706166",23,0,1,1,59
Botosani,Broscauti,"608817,718248",743,1009,182,26,3146
Botosani,Slobozia,"611020,718786",74,660,0,0,119
Botosani,Bucecea,"607979,698232",738,2812,39,549,4357
Botosani,Bohoghina,"606345,701153",88,132,78,29,163
Botosani,Calinesti,"610498,696470",150,455,0,95,644
Botosani,Calarasi,"670370,680941",671,3149,565,597,2693
Botosani,Libertatea,"672558,682270",154,749,0,163,522
Botosani,Plesani,"672625,679068",192,913,81,172,615
Botosani,Concesti,"616439,740973",566,1908,153,92,1255
Botosani,Movileni,"619464,738843",206,79,2,11,883
Botosani,Copalau,"640020,681526",590,1486,89,589,2678
Botosani,Buda,"636387,682302",25,8,4,44,277
Botosani,Cerbu,"642274,681538",326,2334,6,225,765
Botosani,Cosula,"634119,682268",441,1384,217,253,1303
Botosani,Cotu,"640431,679373",85,182,28,120,701
Botosani,Padureni,"633666,681171",262,295,49,157,628
Botosani,Supitca,"634561,680465",191,54,10,139,1052
Botosani,Cordareni,"619610,723004",723,726,277,278,1724
Botosani,Grivita,"618129,725131",508,408,19,114,582
Botosani,Corlateni,"616610,715773",348,892,199,15,781
Botosani,Carasa,"613967,716985",301,445,47,28,704
Botosani,Dimacheni,"615946,713672",514,1798,265,17,1161
Botosani,Mateieni,"619528,714575",139,58,56,10,300
Botosani,Podeni,"624112,715447",282,1263,18,68,499
Botosani,Recia-Verbia,"611874,715079",80,536,40,6,120
Botosani,Vladeni,"620787,715549",245,837,0,45,569
Botosani,Corni,"618736,684201",826,5283,415,669,3894
Botosani,Balta Arsa,"622274,687454",17,0,0,15,338
Botosani,Mesteacan,"622927,681757",99,302,12,53,372
Botosani,Sarafinesti,"621253,681031",363,717,25,242,1589
Botosani,Cotusca,"638670,738481",797,1643,296,62,1797
Botosani,Avram Iancu,"640925,731751",152,267,0,18,87
Botosani,Cotu Miculinti,"645234,745087",202,40,0,60,565
Botosani,Crasnaleuca,"646088,741702",466,497,290,85,735
Botosani,Ghireni,"640874,741013",392,940,0,53,745
Botosani,Mihail Kogalniceanu,"637273,733007",228,41,0,7,231
Botosani,Nichiteni,"639213,734658",610,1034,9,5,586
Botosani,Nicolae Balcescu,"633336,735471",44,0,0,2,24
Botosani,Putureni,"637077,736642",546,871,74,35,701
Botosani,Cristesti,"630935,683394",527,1731,163,298,2105
Botosani,Oneaga,"630784,676692",422,2436,443,109,1791
Botosani,Schit-Oraseni,"627398,683653",202,292,17,67,554
Botosani,Unguroaia,"628520,680070",35,0,0,24,152
