judet,nume,xy
GR,Săbăreni,"570631,333919"
GR,Letca Nouă,"559327,304147"
GR,Letca Veche,"554902,300124"
GR,Milcovățu,"555798,307531"
CL,Luica,"626634,304692"
CL,Valea Stânii,"629089,306989"
GR,Mihai Bravu,"584667,294019"
GR,Mihăilești,"573641,313600"
GR,Drăgănescu,"571046,316207"
GR,Novaci,"578706,311703"
GR,Popești,"576896,312053"
CL,Mânăstirea,"651836,302916"
CL,Coconi,"650479,307042"
CL,Sultana,"648062,308424"
GR,Mârșa,"544610,319428"
IF,Moara Vlăsiei,"595683,349697"
IF,Căciulați,"593039,348158"
IL,Movilița,"617734,349974"
IL,Bițina-Pământeni,"616990,346342"
IL,Bițina-Ungureni,"617649,346174"
IL,Roșiori,"621825,347002"
CL,Nana,"627107,308765"
CL,Nicolae Bălcescu,"639191,329216"
CL,Fântâna Doamnei,"638102,326614"
CL,Paicu,"642593,330403"
DB,Niculești,"574691,354057"
DB,Ciocănari,"577442,355761"
DB,Movila,"576987,353742"
IF,Nuci,"602891,358710"
IF,Balta Neagră,"603420,356105"
IF,Merii Petchii,"603001,360304"
IF,Micșuneștii Mari,"607425,355446"
IF,Micșuneștii-Moară,"605301,356500"
GR,Ogrezeni,"562260,323044"
GR,Hobaia,"561839,321373"
GR,Oinacu,"581549,273138"
GR,Braniștea,"583321,274205"
IF,Periș,"581709,353656"
IF,Bălteni,"581839,357678"
IF,Buriaș,"577660,359691"
IF,Petrăchioaia,"604192,343371"
IF,Măineasca,"607263,342588"
IF,Surlari,"604710,342036"
IF,Vânători,"602845,344565"
CL,Plătărești,"608734,317950"
CL,Cucuieți,"611180,315507"
CL,Dorobanțu,"611087,318077"
CL,Podu Pitarului,"609956,316538"
GR,Prundu,"598753,288510"
GR,Puieni,"595416,286996"
GR,Putineiu,"559680,268141"
GR,Hodivoaia,"563802,267338"
GR,Vieru,"565075,265631"
CL,Radovanu,"621349,300183"
CL,Valea Popii,"623764,296943"
GR,Răsuceni,"553405,288499"
GR,Carapancea,"557281,289189"
GR,Cucuruzu,"558668,286943"
GR,Satu Nou,"550935,284778"
GR,Roata de Jos,"543454,323673"
GR,Cartojani,"539008,325910"
GR,Roata Mică,"544401,322371"
GR,Sadina,"542175,323621"
CL,Sărulești,"631108,325055"
CL,Măgureni,"629709,325042"
CL,Polcești,"627924,327590"
CL,Săndulița,"630055,325517"
CL,Sărulești-Gară,"631958,328506"
CL,Sătucu,"626345,321705"
CL,Solacolu,"624122,321125"
GR,Schitu,"567182,293928"
GR,Bila,"568143,297002"
GR,Cămineasca,"565433,297073"
GR,Vlașin,"568849,289242"
IL,Sinești,"609594,341664"
IL,Boteni,"615514,342112"
IL,Cătrunești,"610523,340596"
IL,Hagiești,"614167,339351"
IL,Lilieci,"609510,339757"
IL,Livedea,"613492,344095"
GR,Singureni,"575744,303950"
GR,Crânguri,"578297,301277"
GR,Stejaru,"574533,306006"
DB,Slobozia Moară,"558053,344549"
IF,Snagov,"593121,357143"
IF,Cioflinceni,"588725,354077"
IF,Ghermănești,"591123,354897"
IF,Tâncăbești,"585945,353551"
IF,Vlădiceasca,"586507,352741"
CL,Sohatu,"619779,315072"
CL,Progresu,"616474,318695"
CL,Spanțov,"643169,292958"
CL,Cetatea Veche,"641317,294199"
CL,Stancea,"645018,294591"
GR,Stănești,"567214,269961"
GR,Bălanu,"573831,269208"
GR,Ghizdaru,"570836,270537"
GR,Oncești,"570676,273307"
GR,Stoenești,"571202,294263"
